Year,ISIN
2020,US2017231034
2020,US2058871029
2020,US20825C1045
2020,US2091151041
2020,US21036P1084
2020,US2193501051
2020,US22160K1051
2020,US22410J1060
2020,US22822V1017
2020,US2283681060
2020,US2310211063
2020,US23331A1097
2020,US2333311072
2020,US23355L1061
2020,US2358511028
2020,US2371941053
2020,US23918K1088
2020,US2441991054
2020,US2473617023
2020,US24906P1093
2020,US25179M1036
2020,US2533931026
2020,US2546871060
2020,US25525P1075
2020,US25659T1079
2020,US2566771059
2020,US25746U1097
2020,US2576511099
2020,US25960P1093
2020,US2600031080
2020,US26441C2044
2020,US26614N1028
2020,US26875P1012
2020,US26884L1098
2020,US2774321002
2020,US2774614067
2020,US2786421030
2020,US2788651006
2020,US2810201077
2020,US28176E1082
2020,US2910111044
2020,US29272W1099
2020,US29364G1031
2020,US2944291051
2020,US29444U7000
2020,US29476L1070
2020,US29670G1022
2020,US2971781057
2020,US30040W1080
2020,US30161N1019
2020,US30212P3038
2020,US3021301094
2020,US30231G1022
2020,US3024913036
2020,US3029411093
2020,US3030751057
2020,US3119001044
2020,US3137451015
2020,US31428X1063
2020,US3156161024
2020,US31620M1062
2020,US3167731005
2020,US3205171057
2020,US3377381088
2020,US3379321074
2020,US3434121022
2020,US34354P1057
2020,US3448491049
2020,US3453708600
2020,US3546131018
2020,US35671D8570
2020,US3614481030
2020,US3635761097
2020,US3647601083
2020,US3703341046
2020,US37045V1008
2020,US3719011096
2020,US37247D1063
2020,US3755581036
2020,US37940X1028
2020,US38141G1040
2020,US3825501014
2020,US3841091040
2020,US3848021040
2020,US3976241071
2020,US40434L1052
2020,US4062161017
2020,US4103451021
2020,US4108671052
2020,US4128221086
2020,US4158641070
2020,US4165151048
2020,US4180561072
2020,US4198701009
2020,US42250P1030
2020,US42330P1075
2020,US4234521015
2020,US4278661081
2020,US42809H1077
2020,US4370761029
2020,US4385161066
2020,US4404521001
2020,US44107P1049
2020,US4435106079
2020,US4448591028
2020,US4456581077
2020,US4461501045
2020,US4470111075
2020,US45073V1089
2020,US45167R1041
2020,US45168D1046
2020,US4523081093
2020,US4523271090
2020,US4581401001
2020,US45866F1049
2020,US4592001014
2020,US4595061015
2020,US4601461035
2020,US4606901001
2020,US4612021034
2020,US46284V1017
2020,US4657411066
2020,US46625H1005
2020,US4663131039
2020,US46982L1089
2020,US4781601046
2020,US48020Q1076
2020,US48203R1041
2020,US48242W1062
2020,US4824801009
2020,US4878361082
2020,US4891701009
2020,US4932671088
2020,US4943681035
2020,US49446R1095
2020,US49456B1017
2020,US4972661064
2020,US5002551043
2020,US5010441013
2020,US5018892084
2020,US5178341070
2020,US5184391044
2020,US5218652049
2020,US5246601075
2020,US5261071071
2020,US5324571083
2020,US5339001068
2020,US5341871094
2020,US5370081045
2020,US5398301094
2020,US5486611073
2020,US5502411037
2020,US55261F1049
2020,US5526761086
2020,US5529531015
2020,US5543821012
2020,US5544891048
2020,US55616P1049
2020,US5635714059
2020,US56418H1005
2020,US5658491064
2020,US5717481023
2020,US5719032022
2020,US5732841060
2020,US5738741041
2020,US5745991068
2020,US57636Q1040
2020,US5770811025
2020,US5797802064
2020,US5801351017
2020,US58155Q1031
2020,US58933Y1055
2020,US59156R1086
2020,US5926881054
2020,US5949181045
2020,US5950171042
2020,US5951121038
2020,US6005441000
2020,US6081901042
2020,US60871R2094
2020,US6092071058
2020,US61174X1090
2020,US6153691059
2020,US6174464486
2020,US61945C1036
2020,US6200763075
2020,US6267171022
2020,US62886E1082
2020,US6293775085
2020,US62955J1034
2020,US6311031081
2020,US6361801011
2020,US6365181022
2020,US64110D1046
2020,US6501111073
2020,US6512291062
2020,US6516391066
2020,US65249B1098
2020,US65339F1012
2020,US6541061031
2020,US65473P1057
2020,US6556641008
2020,US6558441084
2020,US6658591044
2020,US6668071029
2020,US6687711084
2020,US67066G1040
2020,US6708371033
2020,US67098H1041
2020,US6745991058
2020,US6780261052
2020,US6819191064
2020,US6821891057
2020,US6826801036
2020,US68389X1054
2020,US6866881021
2020,US6882392011
2020,US69331C1080
2020,US6934751057
2020,US6935061076
2020,US69351T1060
2020,US6936561009
2020,US6937181088
2020,US6951561090
2020,US7010941042
2020,US7043261079
2020,US7045511000
2020,US7134481081
2020,US7140461093
2020,US7170811035
2020,US7234841010
2020,US7237871071
2020,US7244791007
2020,US7310681025
2020,US74144T1088
2020,US74251V1026
2020,US7427181091
2020,US7433151039
2020,US74340W1036
2020,US7443201022
2020,US7445731067
2020,US74460D1090
2020,US7458671010
2020,US7475251036
2020,US74762E1029
2020,US74834L1008
2020,US7509171069
2020,US7512121010
2020,US75281A1097
2020,US75513E1010
2020,US7588491032
2020,US75886F1075
2020,US7591EP1005
2020,US7593516047
2020,US7595091023
2020,US7607591002
2020,US7703231032
2020,US7739031091
2020,US7782961038
2020,US7802871084
2020,US7835491082
2020,US78409V1044
2020,US78410G1040
2020,US7841171033
2020,US78440X8873
2020,US78454L1008
2020,US78473E1038
2020,US79466L3024
2020,US8064071025
2020,US8101861065
2020,US81211K1007
2020,US8168511090
2020,US8243481061
2020,US8288061091
2020,US8326964058
2020,US8354951027
2020,US8425871071
2020,US84265V1052
2020,US8447411088
2020,US8485741099
2020,US8545021011
2020,US8552441094
2020,US8574771031
2020,US8581191009
2020,US8589121081
2020,US8636671013
2020,US8676524064
2020,US8716071076
2020,US87161C5013
2020,US8718291078
2020,US8725401090
2020,US8760301072
2020,US87612E1064
2020,US8803491054
2020,US8807701029
2020,US8807791038
2020,US8825081040
2020,US8832031012
2020,US88337F1057
2020,US8835561023
2020,US8851601018
2020,US88579Y1010
2020,US88642R1095
2020,US8873891043
2020,US8910921084
2020,US89417E1091
2020,US8962391004
2020,US8965221091
2020,US89832Q1094
2020,US9024941034
2020,US9026531049
2020,US9026811052
2020,US9029733048
2020,US9078181081
2020,US9111631035
2020,US9113121068
2020,US9113631090
2020,US9129091081
2020,US91324P1021
2020,US91529Y1064
2020,US91913Y1001
2020,US92276F1003
2020,US92343V1044
2020,US92532F1003
2020,US9255501051
2020,US92556V1061
2020,US9282981086
2020,US9290421091
2020,US9291601097
2020,US92922P1066
2020,US92939U1060
2020,US9297401088
2020,US9311421039
2020,US9314271084
2020,US94106L1098
2020,US9418481035
2020,US9427491025
2020,US9497461015
2020,US95040Q1040
2020,US95058W1009
2020,US95082P1057
2020,US9581021055
2020,US9604131022
2020,US96145D1054
2020,US9621661043
2020,US9633201069
2020,US9682232064
2020,US9694571004
2020,US9699041011
2020,US9831341071
2020,US98389B1008
2020,US9839191015
2020,US98421M1062
2020,US9884981013
2020,US9892071054
2020,US98956P1021
2021,AN8068571086
2021,CA00208D4084
2021,CA0084741085
2021,CA00900Q1037
2021,CA01626P1484
2021,CA05534B7604
2021,CA0636711016
2021,CA0641491075
2021,CA0977518616
2021,CA1247651088
2021,CA12532H1047
2021,CA13321L1085
2021,CA1360691010
2021,CA1363751027
2021,CA1363851017
2021,CA13646K1084
2021,CA1366812024
2021,CA1367178326
2021,CA2849025093
2021,CA2918434077
2021,CA29250N1050
2021,CA2927661025
2021,CA3180714048
2021,CA3359341052
2021,CA3495531079
2021,CA3518581051
2021,CA3759161035
2021,CA39138C1068
2021,CA4495861060
2021,CA4530384086
2021,CA45823T1066
2021,CA4969024047
2021,CA5394811015
2021,CA5592224011
2021,CA56501R1064
2021,CA59151K1084
2021,CA59162N1096
2021,CA67077M1086
2021,CA6744822033
2021,CA68272K1030
2021,CA6837151068
2021,CA7392391016
2021,CA74022D4075
2021,CA7669101031
2021,CA7751092007
2021,CA7800871021
2021,CA8029121057
2021,CA82028K2002
2021,CA8239011031
2021,CA85472N1096
2021,CA8667961053
2021,CA8672241079
2021,CA87807B1076
2021,CA8787422044
2021,CA87971M1032
2021,CA8849038085
2021,CA8911605092
2021,CA89346D1078
2021,CA8959451037
2021,CA9611485090
2021,CA98462Y1007
2021,GB0022569080
2021,IE00BWT6H894
2021,LR0008862868
2021,PA1436583006
2021,US0010551028
2021,US0010841023
2021,US00130H1059
2021,US00206R1023
2021,US0028241000
2021,US0028962076
2021,US00507V1098
2021,US00724F1012
2021,US00751Y1064
2021,US0079031078
2021,US0082521081
2021,US00846U1016
2021,US0091581068
2021,US00971T1016
2021,US0126531013
2021,US0152711091
2021,US01741R1023
2021,US0185811082
2021,US0188021085
2021,US0200021014
2021,US02079K3059
2021,US02209S1033
2021,US0231351067
2021,US0236081024
2021,US0255371017
2021,US02553E1064
2021,US0258161092
2021,US0268747849
2021,US03027X1000
2021,US03073E1055
2021,US03076C1062
2021,US0311001004
2021,US0311621009
2021,US0320951017
2021,US0326541051
2021,US0367521038
2021,US03743Q1085
2021,US0378331005
2021,US0382221051
2021,US0383361039
2021,US03940R1077
2021,US0394831020
2021,US0427351004
2021,US0441861046
2021,US0454871056
2021,US04621X1081
2021,US0527691069
2021,US0530151036
2021,US0533321024
2021,US0534841012
2021,US0536111091
2021,US0537741052
2021,US0538071038
2021,US0565251081
2021,US0584981064
2021,US0605051046
2021,US0640581007
2021,US0708301041
2021,US0718131099
2021,US0758871091
2021,US0758961009
2021,US0844231029
2021,US0865161014
2021,US0893021032
2021,US09061G1013
2021,US09062X1037
2021,US09073M1045
2021,US0970231058
2021,US09857L1089
2021,US0997241064
2021,US1011211018
2021,US1011371077
2021,US1033041013
2021,US1053682035
2021,US1096411004
2021,US1096961040
2021,US1101221083
2021,US1124631045
2021,US1156372096
2021,US12504L1098
2021,US1252691001
2021,US12541W2098
2021,US1255231003
2021,US12572Q1058
2021,US1258961002
2021,US1264081035
2021,US12653C1080
2021,US1266501006
2021,US1270551013
2021,US1270971039
2021,US1273871087
2021,US1307881029
2021,US1331311027
2021,US1344291091
2021,US14040H1059
2021,US14149Y1082
2021,US1423391002
2021,US1431301027
2021,US1491231015
2021,US1508701034
2021,US15189T1079
2021,US1567821046
2021,US1598641074
2021,US1667641005
2021,US1713401024
2021,US1717793095
2021,US1720621010
2021,US17275R1023
2021,US1729081059
2021,US1729674242
2021,US1773761002
2021,US1858991011
2021,US1890541097
2021,US1912161007
2021,US1924461023
2021,US1941621039
2021,US20030N1019
2021,US2003401070
2021,US2017231034
2021,US2058871029
2021,US20825C1045
2021,US2091151041
2021,US21036P1084
2021,US2172041061
2021,US2193501051
2021,US22160K1051
2021,US22410J1060
2021,US22822V1017
2021,US2283681060
2021,US2310211063
2021,US23331A1097
2021,US2333311072
2021,US23355L1061
2021,US2358511028
2021,US2371941053
2021,US23918K1088
2021,US2441991054
2021,US2473617023
2021,US24906P1093
2021,US25179M1036
2021,US2533931026
2021,US2546871060
2021,US25525P1075
2021,US25659T1079
2021,US2566771059
2021,US2567461080
2021,US25746U1097
2021,US2576511099
2021,US25960P1093
2021,US2600031080
2021,US26441C2044
2021,US26614N1028
2021,US26875P1012
2021,US26884L1098
2021,US2774321002
2021,US2774614067
2021,US2786421030
2021,US2788651006
2021,US2810201077
2021,US28176E1082
2021,US2910111044
2021,US29272W1099
2021,US29364G1031
2021,US2944291051
2021,US29444U7000
2021,US29476L1070
2021,US29670G1022
2021,US2971781057
2021,US30034W1062
2021,US30040W1080
2021,US30161N1019
2021,US30212P3038
2021,US3021301094
2021,US30231G1022
2021,US3024913036
2021,US3029411093
2021,US3030751057
2021,US3119001044
2021,US3137451015
2021,US31428X1063
2021,US3156161024
2021,US31620M1062
2021,US3167731005
2021,US3205171057
2021,US3377381088
2021,US3379321074
2021,US3434121022
2021,US34354P1057
2021,US3448491049
2021,US3453708600
2021,US3546131018
2021,US35671D8570
2021,US3614481030
2021,US3635761097
2021,US3647601083
2021,US3695501086
2021,US3703341046
2021,US37045V1008
2021,US3719011096
2021,US3724601055
2021,US37247D1063
2021,US3755581036
2021,US37940X1028
2021,US37959E1029
2021,US38141G1040
2021,US3825501014
2021,US3841091040
2021,US3848021040
2021,US3976241071
2021,US40434L1052
2021,US4062161017
2021,US4103451021
2021,US4108671052
2021,US4128221086
2021,US4158641070
2021,US4165151048
2021,US4180561072
2021,US4198701009
2021,US42250P1030
2021,US42330P1075
2021,US4234521015
2021,US4278661081
2021,US42809H1077
2021,US4364401012
2021,US4370761029
2021,US4385161066
2021,US4404521001
2021,US44107P1049
2021,US4435106079
2021,US4448591028
2021,US4456581077
2021,US4461501045
2021,US4470111075
2021,US45073V1089
2021,US45167R1041
2021,US45168D1046
2021,US4523081093
2021,US4523271090
2021,US4581401001
2021,US45866F1049
2021,US4592001014
2021,US4595061015
2021,US4601461035
2021,US4606901001
2021,US4612021034
2021,US46120E6023
2021,US46284V1017
2021,US4657411066
2021,US46625H1005
2021,US4663131039
2021,US46982L1089
2021,US4781601046
2021,US48020Q1076
2021,US48203R1041
2021,US48242W1062
2021,US4824801009
2021,US48666K1097
2021,US4878361082
2021,US4891701009
2021,US4932671088
2021,US4943681035
2021,US49446R1095
2021,US49456B1017
2021,US4972661064
2021,US5002551043
2021,US5010441013
2021,US5018892084
2021,US5150981018
2021,US5178341070
2021,US5184391044
2021,US5218652049
2021,US5246601075
2021,US5261071071
2021,US5324571083
2021,US5339001068
2021,US5341871094
2021,US5370081045
2021,US5398301094
2021,US5486611073
2021,US5502411037
2021,US55261F1049
2021,US5526761086
2021,US5529531015
2021,US5543821012
2021,US5544891048
2021,US55616P1049
2021,US5635714059
2021,US56418H1005
2021,US5658491064
2021,US5717481023
2021,US5719032022
2021,US5732841060
2021,US5738741041
2021,US5745991068
2021,US57636Q1040
2021,US57667L1070
2021,US5770811025
2021,US5797802064
2021,US5801351017
2021,US58155Q1031
2021,US58933Y1055
2021,US59156R1086
2021,US5926881054
2021,US5949181045
2021,US5950171042
2021,US5951121038
2021,US6005441000
2021,US6081901042
2021,US60871R2094
2021,US6092071058
2021,US61174X1090
2021,US6153691059
2021,US6174464486
2021,US61945C1036
2021,US6200763075
2021,US6267171022
2021,US62886E1082
2021,US6293775085
2021,US62955J1034
2021,US6311031081
2021,US6361801011
2021,US6365181022
2021,US64110D1046
2021,US6501111073
2021,US6512291062
2021,US6516391066
2021,US65249B1098
2021,US65339F1012
2021,US6541061031
2021,US65473P1057
2021,US6556641008
2021,US6558441084
2021,US6658591044
2021,US6668071029
2021,US6687711084
2021,US6703461052
2021,US67066G1040
2021,US6708371033
2021,US67098H1041
2021,US67103H1077
2021,US6745991058
2021,US6780261052
2021,US6819191064
2021,US6821891057
2021,US6826801036
2021,US68389X1054
2021,US6866881021
2021,US6882392011
2021,US69331C1080
2021,US6934751057
2021,US6935061076
2021,US69351T1060
2021,US6936561009
2021,US6937181088
2021,US6951561090
2021,US7010941042
2021,US7043261079
2021,US7045511000
2021,US7075691094
2021,US7134481081
2021,US7140461093
2021,US7170811035
2021,US7234841010
2021,US7237871071
2021,US7244791007
2021,US7310681025
2021,US74144T1088
2021,US74251V1026
2021,US7427181091
2021,US7433151039
2021,US74340W1036
2021,US7443201022
2021,US7445731067
2021,US74460D1090
2021,US7458671010
2021,US7475251036
2021,US74762E1029
2021,US74834L1008
2021,US7496851038
2021,US7509171069
2021,US7512121010
2021,US75281A1097
2021,US7547301090
2021,US75513E1010
2021,US7588491032
2021,US75886F1075
2021,US7591EP1005
2021,US7593516047
2021,US7595091023
2021,US7607591002
2021,US7611521078
2021,US7677548726
2021,US7703231032
2021,US7739031091
2021,US7782961038
2021,US7802871084
2021,US7835491082
2021,US78409V1044
2021,US78410G1040
2021,US7841171033
2021,US78440X8873
2021,US78454L1008
2021,US78473E1038
2021,US79466L3024
2021,US8064071025
2021,US8101861065
2021,US81211K1007
2021,US8168511090
2021,US8175651046
2021,US8243481061
2021,US8288061091
2021,US8326964058
2021,US8354951027
2021,US8425871071
2021,US84265V1052
2021,US8447411088
2021,US8454671095
2021,US8485741099
2021,US8545021011
2021,US8552441094
2021,US8574771031
2021,US8581191009
2021,US8589121081
2021,US8636671013
2021,US8676524064
2021,US8716071076
2021,US87161C5013
2021,US8718291078
2021,US8725401090
2021,US8760301072
2021,US87612E1064
2021,US8803491054
2021,US8807701029
2021,US8807791038
2021,US8825081040
2021,US8832031012
2021,US88337F1057
2021,US8835561023
2021,US8851601018
2021,US88579Y1010
2021,US88642R1095
2021,US8873891043
2021,US8910921084
2021,US89417E1091
2021,US8962391004
2021,US8965221091
2021,US89832Q1094
2021,US9024941034
2021,US9026531049
2021,US9026811052
2021,US9029733048
2021,US9078181081
2021,US9111631035
2021,US9113121068
2021,US9113631090
2021,US9129091081
2021,US91324P1021
2021,US91529Y1064
2021,US91913Y1001
2021,US92276F1003
2021,US92343V1044
2021,US92532F1003
2021,US9255501051
2021,US92556V1061
2021,US9282981086
2021,US9290421091
2021,US9291601097
2021,US92922P1066
2021,US92939U1060
2021,US9297401088
2021,US9311421039
2021,US9314271084
2021,US94106L1098
2021,US9418481035
2021,US9427491025
2021,US9497461015
2021,US95040Q1040
2021,US95058W1009
2021,US95082P1057
2021,US9581021055
2021,US9598021098
2021,US9604131022
2021,US96145D1054
2021,US9621661043
2021,US9633201069
2021,US9682232064
2021,US9694571004
2021,US9699041011
2021,US9831341071
2021,US98389B1008
2021,US9839191015
2021,US98421M1062
2021,US9884981013
2021,US9892071054
2021,US98956P1021
2022,AN8068571086
2022,CA00208D4084
2022,CA0084741085
2022,CA00900Q1037
2022,CA01626P1484
2022,CA05534B7604
2022,CA0636711016
2022,CA0641491075
2022,CA0977518616
2022,CA1247651088
2022,CA12532H1047
2022,CA13321L1085
2022,CA1360691010
2022,CA1363751027
2022,CA1363851017
2022,CA13646K1084
2022,CA1366812024
2022,CA1367178326
2022,CA2849025093
2022,CA2918434077
2022,CA29250N1050
2022,CA2927661025
2022,CA3180714048
2022,CA3359341052
2022,CA3495531079
2022,CA3518581051
2022,CA3759161035
2022,CA39138C1068
2022,CA4495861060
2022,CA4530384086
2022,CA45823T1066
2022,CA4969024047
2022,CA5394811015
2022,CA5592224011
2022,CA56501R1064
2022,CA59151K1084
2022,CA59162N1096
2022,CA67077M1086
2022,CA6744822033
2022,CA68272K1030
2022,CA6837151068
2022,CA7392391016
2022,CA74022D4075
2022,CA7669101031
2022,CA7751092007
2022,CA7800871021
2022,CA8029121057
2022,CA82028K2002
2022,CA8239011031
2022,CA85472N1096
2022,CA8667961053
2022,CA8672241079
2022,CA87807B1076
2022,CA8787422044
2022,CA87971M1032
2022,CA8849038085
2022,CA8911605092
2022,CA89346D1078
2022,CA8959451037
2022,CA9611485090
2022,CA98462Y1007
2022,GB0022569080
2022,IE00BWT6H894
2022,LR0008862868
2022,PA1436583006
2022,US0010551028
2022,US0010841023
2022,US00130H1059
2022,US00206R1023
2022,US0028241000
2022,US0028962076
2022,US00507V1098
2022,US00724F1012
2022,US00751Y1064
2022,US0079031078
2022,US0082521081
2022,US00846U1016
2022,US0091581068
2022,US00971T1016
2022,US0126531013
2022,US0152711091
2022,US01741R1023
2022,US0185811082
2022,US0188021085
2022,US0200021014
2022,US02079K3059
2022,US02209S1033
2022,US0231351067
2022,US0236081024
2022,US0255371017
2022,US02553E1064
2022,US0258161092
2022,US0268747849
2022,US03027X1000
2022,US03073E1055
2022,US03076C1062
2022,US0311001004
2022,US0311621009
2022,US0320951017
2022,US0326541051
2022,US0367521038
2022,US03743Q1085
2022,US0378331005
2022,US0382221051
2022,US0383361039
2022,US03940R1077
2022,US0394831020
2022,US0427351004
2022,US0441861046
2022,US0454871056
2022,US04621X1081
2022,US0527691069
2022,US0530151036
2022,US0533321024
2022,US0534841012
2022,US0536111091
2022,US0537741052
2022,US0538071038
2022,US0565251081
2022,US0584981064
2022,US0605051046
2022,US0640581007
2022,US0708301041
2022,US0718131099
2022,US0758871091
2022,US0758961009
2022,US0844231029
2022,US0865161014
2022,US0893021032
2022,US09061G1013
2022,US09062X1037
2022,US09073M1045
2022,US0936711052
2022,US0970231058
2022,US09857L1089
2022,US0997241064
2022,US1011211018
2022,US1011371077
2022,US1033041013
2022,US1053682035
2022,US1096411004
2022,US1096961040
2022,US1101221083
2022,US1124631045
2022,US1156372096
2022,US12504L1098
2022,US1252691001
2022,US12541W2098
2022,US1255231003
2022,US12572Q1058
2022,US1258961002
2022,US1264081035
2022,US12653C1080
2022,US1266501006
2022,US1270551013
2022,US1270971039
2022,US1273871087
2022,US1307881029
2022,US1331311027
2022,US1344291091
2022,US14040H1059
2022,US14149Y1082
2022,US1423391002
2022,US1431301027
2022,US1491231015
2022,US1508701034
2022,US15189T1079
2022,US1598641074
2022,US1667641005
2022,US1699051066
2022,US1713401024
2022,US1717793095
2022,US1720621010
2022,US17275R1023
2022,US1729081059
2022,US1729674242
2022,US1858991011
2022,US1890541097
2022,US1912161007
2022,US1924461023
2022,US1941621039
2022,US20030N1019
2022,US2003401070
2022,US2017231034
2022,US2058871029
2022,US20825C1045
2022,US2091151041
2022,US21036P1084
2022,US2172041061
2022,US21871N1019
2022,US2193501051
2022,US22160K1051
2022,US22410J1060
2022,US22822V1017
2022,US2283681060
2022,US2310211063
2022,US23331A1097
2022,US2333311072
2022,US23355L1061
2022,US2358511028
2022,US2371941053
2022,US23918K1088
2022,US2441991054
2022,US2473617023
2022,US24906P1093
2022,US25179M1036
2022,US2533931026
2022,US2546871060
2022,US25525P1075
2022,US25659T1079
2022,US2566771059
2022,US2567461080
2022,US25746U1097
2022,US2576511099
2022,US25960P1093
2022,US2600031080
2022,US26441C2044
2022,US26614N1028
2022,US26875P1012
2022,US26884L1098
2022,US2774321002
2022,US2774614067
2022,US2786421030
2022,US2788651006
2022,US2810201077
2022,US28176E1082
2022,US2855121099
2022,US2910111044
2022,US29272W1099
2022,US29364G1031
2022,US2944291051
2022,US29444U7000
2022,US29476L1070
2022,US29670G1022
2022,US2971781057
2022,US30034W1062
2022,US30040W1080
2022,US30161N1019
2022,US30212P3038
2022,US3021301094
2022,US30231G1022
2022,US3024913036
2022,US3029411093
2022,US3030751057
2022,US3119001044
2022,US3137451015
2022,US31428X1063
2022,US3156161024
2022,US31620M1062
2022,US3167731005
2022,US3205171057
2022,US3377381088
2022,US3379321074
2022,US3434121022
2022,US34354P1057
2022,US3448491049
2022,US3453708600
2022,US3546131018
2022,US35671D8570
2022,US3614481030
2022,US3635761097
2022,US3647601083
2022,US3695501086
2022,US3703341046
2022,US37045V1008
2022,US3719011096
2022,US3724601055
2022,US37247D1063
2022,US3755581036
2022,US37940X1028
2022,US37959E1029
2022,US38141G1040
2022,US3825501014
2022,US3841091040
2022,US3848021040
2022,US3976241071
2022,US40434L1052
2022,US4062161017
2022,US4103451021
2022,US4108671052
2022,US4128221086
2022,US4158641070
2022,US4165151048
2022,US4180561072
2022,US4198701009
2022,US42250P1030
2022,US42330P1075
2022,US4234521015
2022,US4278661081
2022,US42809H1077
2022,US4364401012
2022,US4370761029
2022,US4385161066
2022,US4404521001
2022,US44107P1049
2022,US4435106079
2022,US4448591028
2022,US4456581077
2022,US4461501045
2022,US4470111075
2022,US45073V1089
2022,US45167R1041
2022,US45168D1046
2022,US4523081093
2022,US4523271090
2022,US4581401001
2022,US45866F1049
2022,US4592001014
2022,US4595061015
2022,US4601461035
2022,US4606901001
2022,US4612021034
2022,US46120E6023
2022,US46284V1017
2022,US4657411066
2022,US46625H1005
2022,US4663131039
2022,US46982L1089
2022,US4781601046
2022,US48020Q1076
2022,US48203R1041
2022,US48242W1062
2022,US4824801009
2022,US48666K1097
2022,US4878361082
2022,US4891701009
2022,US4932671088
2022,US4943681035
2022,US49446R1095
2022,US49456B1017
2022,US4972661064
2022,US5002551043
2022,US5010441013
2022,US5018892084
2022,US5150981018
2022,US5178341070
2022,US5184391044
2022,US5218652049
2022,US5246601075
2022,US5260571048
2022,US5261071071
2022,US5324571083
2022,US5339001068
2022,US5341871094
2022,US5370081045
2022,US5398301094
2022,US5486611073
2022,US5502411037
2022,US55261F1049
2022,US5526761086
2022,US5526901096
2022,US5529531015
2022,US5535301064
2022,US5543821012
2022,US5544891048
2022,US55616P1049
2022,US5635714059
2022,US56418H1005
2022,US5658491064
2022,US5717481023
2022,US5719032022
2022,US5732841060
2022,US5738741041
2022,US5745991068
2022,US57636Q1040
2022,US57667L1070
2022,US5770811025
2022,US5797802064
2022,US5801351017
2022,US58155Q1031
2022,US58933Y1055
2022,US59156R1086
2022,US5926881054
2022,US5949181045
2022,US5950171042
2022,US5951121038
2022,US6005441000
2022,US6081901042
2022,US60871R2094
2022,US6092071058
2022,US61174X1090
2022,US6153691059
2022,US6174464486
2022,US61945C1036
2022,US6200763075
2022,US6267171022
2022,US62886E1082
2022,US6293775085
2022,US62955J1034
2022,US6311031081
2022,US6361801011
2022,US6365181022
2022,US64110D1046
2022,US6501111073
2022,US6512291062
2022,US6516391066
2022,US65249B1098
2022,US65339F1012
2022,US6541061031
2022,US65473P1057
2022,US6556641008
2022,US6558441084
2022,US6658591044
2022,US6668071029
2022,US6687711084
2022,US6703461052
2022,US67066G1040
2022,US6708371033
2022,US67098H1041
2022,US67103H1077
2022,US6745991058
2022,US6752321025
2022,US6780261052
2022,US6819191064
2022,US6821891057
2022,US6826801036
2022,US68389X1054
2022,US6866881021
2022,US6882392011
2022,US69331C1080
2022,US6934751057
2022,US6935061076
2022,US69351T1060
2022,US6936561009
2022,US6937181088
2022,US6951561090
2022,US7010941042
2022,US7043261079
2022,US7045511000
2022,US7075691094
2022,US70959W1036
2022,US7134481081
2022,US7140461093
2022,US7170811035
2022,US7234841010
2022,US7237871071
2022,US7244791007
2022,US7310681025
2022,US74144T1088
2022,US74251V1026
2022,US7427181091
2022,US7433151039
2022,US74340W1036
2022,US7443201022
2022,US7445731067
2022,US74460D1090
2022,US7458671010
2022,US7475251036
2022,US74762E1029
2022,US74834L1008
2022,US7496851038
2022,US7509171069
2022,US7512121010
2022,US75281A1097
2022,US7547301090
2022,US75513E1010
2022,US7588491032
2022,US75886F1075
2022,US7591EP1005
2022,US7593516047
2022,US7595091023
2022,US7607591002
2022,US7611521078
2022,US7677548726
2022,US7703231032
2022,US7739031091
2022,US7766961061
2022,US7782961038
2022,US7802871084
2022,US7835491082
2022,US78409V1044
2022,US78410G1040
2022,US7841171033
2022,US78440X8873
2022,US78442P1066
2022,US78454L1008
2022,US78473E1038
2022,US79466L3024
2022,US8064071025
2022,US8085131055
2022,US8101861065
2022,US81211K1007
2022,US8168511090
2022,US8175651046
2022,US8243481061
2022,US8288061091
2022,US8326964058
2022,US8330341012
2022,US8354951027
2022,US8425871071
2022,US84265V1052
2022,US8447411088
2022,US8454671095
2022,US8485741099
2022,US8545021011
2022,US8552441094
2022,US8574771031
2022,US8581191009
2022,US8589121081
2022,US8636671013
2022,US8676524064
2022,US8716071076
2022,US87161C5013
2022,US8718291078
2022,US8725401090
2022,US8760301072
2022,US87612E1064
2022,US8794338298
2022,US8807701029
2022,US8807791038
2022,US8825081040
2022,US8832031012
2022,US88337F1057
2022,US8835561023
2022,US8851601018
2022,US88579Y1010
2022,US88642R1095
2022,US8873891043
2022,US8910921084
2022,US89417E1091
2022,US8962391004
2022,US8965221091
2022,US89832Q1094
2022,US9024941034
2022,US9026531049
2022,US9026811052
2022,US9029733048
2022,US9078181081
2022,US9111631035
2022,US9113121068
2022,US9113631090
2022,US9129091081
2022,US91324P1021
2022,US91529Y1064
2022,US91913Y1001
2022,US92276F1003
2022,US92343V1044
2022,US92532F1003
2022,US9255501051
2022,US92556V1061
2022,US9282981086
2022,US9290421091
2022,US9291601097
2022,US92922P1066
2022,US92939U1060
2022,US9297401088
2022,US9311421039
2022,US9314271084
2022,US94106L1098
2022,US9418481035
2022,US9427491025
2022,US9497461015
2022,US95040Q1040
2022,US95058W1009
2022,US95082P1057
2022,US9581021055
2022,US9598021098
2022,US9604131022
2022,US96145D1054
2022,US9621661043
2022,US9633201069
2022,US9682232064
2022,US9694571004
2022,US9699041011
2022,US9831341071
2022,US98389B1008
2022,US98421M1062
